"","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotBaths","Remod","HAge","NewH","TotalSqFt","TotalPorchSF","Id"
"51","2 story 1946 & newer","RL",65,13869,1,"None",1,"Lvl","Corner",2,"Gilbert","Norm","Norm","1Fam","2Story",6,6,1997,1997,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"PConc",4,3,3,6,182,1,0,612,794,"GasA",4,1,"SBrkr",794,676,0,1470,0,1,2,0,3,1,3,6,7,0,0,"Attchd",1997,3,2,388,3,3,2,0,75,0,0,0,0,0,"None","None",0,"7","2007","WD","Normal",177000,2.5,0,10,0,2264,75,51
"52","1.5 story fin all ages","RM",52,6240,1,"None",3,"Lvl","Inside",2,"BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,1934,1950,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"PConc",3,3,1,1,0,1,0,816,816,"GasA",3,1,"SBrkr",816,0,360,1176,0,0,1,0,3,1,3,6,7,1,4,"Detchd",1985,1,2,528,3,3,2,112,0,0,0,0,0,0,"MnPrv","Shed",400,"9","2006","WD","Normal",114500,1,1,56,0,1992,0,52
"53","duplex all style/age","RM",110,8472,0,"None",1,"Bnk","Corner",1,"IDOTRR","RRNn","Norm","Duplex","1Story",5,5,1963,1963,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,2,3,"CBlock",4,3,4,2,104,6,712,0,816,"GasA",3,0,"SBrkr",816,0,0,816,1,0,1,0,2,1,3,5,7,0,0,"CarPort",1963,1,2,516,3,3,2,106,0,0,0,0,0,0,"None","None",0,"5","2010","WD","Normal",110000,2,0,47,0,1632,0,53
"54","1 story 1946 & newer","RL",68,50271,1,"None",2,"Low","Inside",2,"Veenker","Norm","Norm","1Fam","1Story",9,5,1981,1987,"Gable","WdShngl","WdShing","Wd Shng",0,0,4,3,"CBlock",5,3,4,6,1810,1,0,32,1842,"GasA",4,1,"SBrkr",1842,0,0,1842,2,0,0,1,0,1,4,5,7,1,4,"Attchd",1981,3,3,894,3,3,2,857,72,0,0,0,0,0,"None","None",0,"11","2006","WD","Normal",385000,2.5,1,19,0,3684,72,54
"55","split/multi level","RL",60,7134,1,"None",3,"Bnk","Inside",1,"NAmes","Norm","Norm","1Fam","SLvl",5,5,1955,1955,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"CBlock",3,3,1,5,384,1,0,0,384,"GasA",3,1,"SBrkr",1360,0,0,1360,0,0,1,0,3,1,3,6,6,1,3,"Detchd",1962,1,2,572,3,3,2,0,50,0,0,0,0,0,"MnPrv","None",0,"2","2007","WD","Normal",130000,1,0,52,0,1744,50,55
"56","1 story 1946 & newer","RL",100,10175,1,"None",2,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",6,5,1964,1964,"Gable","CompShg","HdBoard","Plywood",1,272,3,3,"CBlock",3,3,1,4,490,1,0,935,1425,"GasA",4,1,"SBrkr",1425,0,0,1425,0,0,2,0,3,1,3,7,7,1,4,"Attchd",1964,2,2,576,3,3,2,0,0,0,407,0,0,0,"None","None",0,"7","2008","WD","Normal",180500,2,0,44,0,2850,407,56
"57","2 story PUD 1946 & newer","FV",24,2645,1,"Pave",3,"Lvl","Inside",2,"Somerst","Norm","Norm","Twnhs","2Story",8,5,1999,2000,"Gable","CompShg","MetalSd","MetalSd",1,456,4,3,"PConc",4,3,1,6,649,1,0,321,970,"GasA",5,1,"SBrkr",983,756,0,1739,1,0,2,1,3,1,4,7,7,0,0,"Attchd",1999,3,2,480,3,3,2,115,0,0,0,0,0,0,"None","None",0,"8","2009","WD","Abnorml",172500,3.5,1,9,0,2709,0,57
"58","2 story 1946 & newer","RL",89,11645,1,"None",2,"Lvl","Corner",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,3,1,1,0,1,0,860,860,"GasA",5,1,"SBrkr",860,860,0,1720,0,0,2,1,3,1,4,7,7,0,0,"Attchd",2004,2,2,565,3,3,2,0,70,0,0,0,0,0,"None","None",0,"8","2006","WD","Normal",196500,2.5,0,2,0,2580,70,58
"59","2 story 1946 & newer","RL",66,13682,1,"None",1,"HLS","CulDSac",2,"StoneBr","Norm","Norm","1Fam","2Story",10,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd",1,1031,5,3,"PConc",5,3,4,1,0,1,0,1410,1410,"GasA",5,1,"SBrkr",1426,1519,0,2945,0,0,3,1,3,1,4,10,7,1,4,"BuiltIn",2006,3,3,641,3,3,2,192,0,37,0,0,0,0,"None","None",0,"10","2006","New","Partial",438780,3.5,0,0,1,4355,37,59
"60","1 story 1946 & newer","RL",60,7200,1,"None",3,"Bnk","Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",5,7,1972,1972,"Gable","CompShg","HdBoard","HdBoard",0,0,3,3,"CBlock",3,3,3,5,632,1,0,148,780,"GasA",5,1,"SBrkr",780,0,0,780,0,0,1,0,2,1,3,4,7,0,0,"Detchd",1973,1,1,352,3,3,2,196,0,0,0,0,0,0,"MnPrv","None",0,"1","2008","WD","Normal",124900,1,0,36,0,1560,0,60
"61","1 story 1946 & newer","RL",63,13072,1,"None",3,"Lvl","Inside",2,"SawyerW","RRAe","Norm","1Fam","1Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"PConc",4,3,1,5,941,1,0,217,1158,"GasA",5,1,"SBrkr",1158,0,0,1158,1,0,1,1,3,1,4,5,7,0,0,"Detchd",2006,1,2,576,3,3,2,0,50,0,0,0,0,0,"None","None",0,"5","2006","New","Partial",158000,2.5,0,2,0,2316,50,61
"62","2.5 story all ages","RM",60,7200,1,"None",3,"Lvl","Inside",2,"IDOTRR","Norm","Norm","1Fam","2.5Unf",5,7,1920,1996,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"BrkTil",3,2,1,1,0,1,0,530,530,"GasA",3,0,"SBrkr",581,530,0,1111,0,0,1,0,3,1,2,6,7,0,0,"Detchd",1935,1,1,288,3,3,0,0,0,144,0,0,0,0,"None","None",0,"3","2007","WD","Normal",101000,1,1,11,0,1641,144,62
"63","1 story PUD 1946 & newer","RL",44,6442,1,"None",2,"Lvl","Inside",2,"NridgHt","Norm","Norm","TwnhsE","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd",2,178,4,3,"PConc",4,4,2,6,24,1,0,1346,1370,"GasA",5,1,"SBrkr",1370,0,0,1370,0,0,2,0,2,1,4,6,7,1,4,"Attchd",2006,2,2,484,3,3,2,120,49,0,0,0,0,0,"None","None",0,"10","2007","WD","Normal",202500,2,0,1,0,2740,49,63
"64","2 story 1945 & older","RM",50,10300,1,"None",2,"Bnk","Inside",2,"OldTown","RRAn","Feedr","1Fam","2Story",7,6,1921,1950,"Gable","CompShg","Stucco","Stucco",0,0,3,3,"BrkTil",3,3,1,1,0,1,0,576,576,"GasA",4,1,"SBrkr",902,808,0,1710,0,0,2,0,3,1,3,9,7,0,0,"Detchd",1990,1,2,480,3,3,2,12,11,64,0,0,0,0,"GdPrv","None",0,"4","2010","WD","Normal",140000,2,1,60,0,2286,75,64
"65","2 story 1946 & newer","RL",14,9375,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd",1,573,3,3,"PConc",4,3,1,6,739,1,0,318,1057,"GasA",5,1,"SBrkr",1057,977,0,2034,1,0,2,1,3,1,4,8,7,0,0,"Attchd",1998,2,2,645,3,3,2,576,36,0,0,0,0,0,"GdPrv","None",0,"2","2009","WD","Normal",219500,3.5,1,11,0,3091,36,65
"66","2 story 1946 & newer","RL",76,9591,1,"None",3,"Lvl","Inside",2,"NridgHt","Norm","Norm","1Fam","2Story",8,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd",1,344,4,3,"PConc",5,3,3,1,0,1,0,1143,1143,"GasA",5,1,"SBrkr",1143,1330,0,2473,0,0,2,1,4,1,4,9,7,1,4,"BuiltIn",2004,2,3,852,3,3,2,192,151,0,0,0,0,0,"None","None",0,"10","2007","WD","Normal",317000,2.5,1,2,0,3616,151,66
"67","1 story 1946 & newer","RL",67,19900,1,"None",3,"Lvl","Inside",2,"NAmes","PosA","Norm","1Fam","1Story",7,5,1970,1989,"Gable","CompShg","Plywood","Plywood",1,287,3,3,"CBlock",4,3,4,6,912,1,0,1035,1947,"GasA",3,1,"SBrkr",2207,0,0,2207,1,0,2,0,3,1,3,7,6,1,4,"Attchd",1970,2,2,576,3,3,2,301,0,0,0,0,0,0,"None","None",0,"7","2010","WD","Normal",180000,3,1,21,0,4154,0,67
"68","1 story 1946 & newer","RL",72,10665,1,"None",2,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd",1,167,4,3,"PConc",4,3,3,6,1013,1,0,440,1453,"GasA",5,1,"SBrkr",1479,0,0,1479,1,0,2,0,3,1,4,7,7,0,0,"Attchd",2003,2,2,558,3,3,2,144,29,0,0,0,0,0,"None","None",0,"6","2007","WD","Normal",226000,3,0,4,0,2932,29,68
"69","1 story 1945 & older","RM",47,4608,1,"None",3,"Lvl","Corner",2,"OldTown","Artery","Norm","1Fam","1Story",4,6,1945,1950,"Gable","CompShg","MetalSd","MetalSd",0,0,3,4,"CBlock",3,3,1,1,0,1,0,747,747,"GasA",3,1,"SBrkr",747,0,0,747,0,0,1,0,2,1,3,4,7,0,0,"Attchd",1945,1,1,220,3,3,2,0,0,0,0,0,0,0,"None","None",0,"6","2010","WD","Normal",80000,1,1,60,0,1494,0,69
"70","1.5 story fin all ages","RL",81,15593,1,"None",3,"Lvl","Corner",2,"ClearCr","Norm","Norm","1Fam","1.5Fin",7,4,1953,1953,"Gable","CompShg","BrkFace","AsbShng",0,0,4,3,"CBlock",3,3,1,4,603,1,0,701,1304,"GasW",3,1,"SBrkr",1304,983,0,2287,0,0,2,0,3,1,3,7,7,1,3,"Attchd",1953,3,2,667,3,3,2,0,21,114,0,0,0,0,"None","None",0,"7","2006","WD","Normal",225000,2,0,53,0,3591,135,70
"71","1 story 1946 & newer","RL",95,13651,1,"None",2,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",7,6,1973,1973,"Gable","CompShg","Plywood","Plywood",1,1115,3,4,"CBlock",4,3,4,5,1880,1,0,343,2223,"GasA",5,1,"SBrkr",2223,0,0,2223,1,0,2,0,3,1,3,8,7,2,4,"Attchd",1973,3,2,516,3,3,2,300,0,0,0,0,0,0,"None","None",0,"2","2007","WD","Normal",244000,3,0,34,0,4446,0,71
"72","1 story 1946 & newer","RL",69,7599,1,"None",3,"Lvl","Corner",2,"Mitchel","Norm","Norm","1Fam","1Story",4,6,1982,2006,"Gable","CompShg","HdBoard","Plywood",0,0,3,3,"CBlock",3,3,1,5,565,1,0,280,845,"GasA",3,1,"SBrkr",845,0,0,845,1,0,1,0,2,1,3,4,7,0,0,"Detchd",1987,1,2,360,3,3,2,0,0,0,0,0,0,0,"None","None",0,"6","2007","WD","Normal",129500,2,1,1,0,1690,0,72
"73","2 story 1946 & newer","RL",74,10141,1,"None",2,"Lvl","Corner",2,"Gilbert","Norm","Norm","1Fam","2Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd",1,40,3,3,"PConc",4,3,1,1,0,1,0,832,832,"GasA",4,1,"SBrkr",885,833,0,1718,0,0,2,1,3,1,3,7,7,1,3,"Attchd",1998,3,2,427,3,3,2,0,94,0,0,291,0,0,"None","None",0,"12","2009","WD","Normal",185000,2.5,0,11,0,2550,385,73
"74","1 story 1946 & newer","RL",85,10200,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,7,1954,2003,"Gable","CompShg","Wd Sdng","Wd Sdng",1,104,3,3,"CBlock",3,3,1,5,320,4,362,404,1086,"GasA",4,1,"SBrkr",1086,0,0,1086,1,0,1,0,3,1,3,6,7,0,0,"Attchd",1989,1,2,490,3,3,2,0,0,0,0,0,0,0,"GdWo","None",0,"5","2010","WD","Normal",144900,2,1,7,0,2172,0,74
"75","1.5 story fin all ages","RM",60,5790,1,"None",3,"Lvl","Corner",2,"OldTown","Norm","Norm","1Fam","2Story",3,6,1915,1950,"Gambrel","CompShg","VinylSd","VinylSd",0,0,4,4,"CBlock",2,3,1,1,0,1,0,840,840,"GasA",4,0,"SBrkr",840,765,0,1605,0,0,2,0,3,2,3,8,7,0,0,"Detchd",1915,1,1,379,3,3,2,0,0,202,0,0,0,0,"None","None",0,"5","2010","WD","Normal",107400,2,1,60,0,2445,202,75
"76","PUD multilevel w/split lev/foyer","RM",21,1596,1,"None",3,"Lvl","Inside",2,"MeadowV","Norm","Norm","Twnhs","SLvl",4,5,1973,1973,"Gable","CompShg","CemntBd","CmentBd",0,0,3,3,"CBlock",4,3,4,6,462,1,0,0,462,"GasA",3,1,"SBrkr",526,462,0,988,1,0,1,0,2,1,3,5,7,0,0,"BuiltIn",1973,1,1,297,3,3,2,120,101,0,0,0,0,0,"GdWo","None",0,"11","2009","WD","Normal",91000,2,0,36,0,1450,101,76
"77","1 story 1946 & newer","RL",69,8475,1,"None",2,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",4,7,1956,1956,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"CBlock",3,3,1,5,228,1,0,724,952,"GasA",5,1,"FuseA",952,0,0,952,0,0,1,0,2,1,3,4,7,0,0,"Detchd",1956,1,1,283,3,3,2,0,0,0,0,0,0,0,"None","None",0,"4","2008","WD","Normal",135750,1,0,52,0,1904,0,77
"78","1.5 story fin all ages","RM",50,8635,1,"None",3,"Lvl","Inside",2,"BrkSide","Norm","Norm","1Fam","1.5Fin",5,5,1948,2001,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"CBlock",3,3,1,4,336,6,41,295,672,"GasA",3,1,"SBrkr",1072,213,0,1285,1,0,1,0,2,1,3,6,6,0,0,"Detchd",1948,1,1,240,3,3,2,0,0,0,0,0,0,0,"MnPrv","None",0,"1","2008","WD","Normal",127000,2,1,7,0,1957,0,78
"79","duplex all style/age","RL",72,10778,1,"None",3,"Lvl","Inside",2,"Sawyer","Norm","Norm","Duplex","1Story",4,5,1968,1968,"Hip","CompShg","HdBoard","HdBoard",0,0,3,3,"CBlock",3,3,1,1,0,1,0,1768,1768,"GasA",3,0,"SBrkr",1768,0,0,1768,0,0,2,0,4,2,3,8,7,0,0,"No Garage",1968,0,0,0,0,0,2,0,0,0,0,0,0,0,"None","None",0,"4","2010","WD","Normal",136500,2,0,42,0,3536,0,79
"80","1.5 story fin all ages","RM",60,10440,1,"Grvl",3,"Lvl","Corner",2,"OldTown","Norm","Norm","1Fam","2Story",5,6,1910,1981,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"PConc",3,3,1,1,0,1,0,440,440,"GasA",4,1,"SBrkr",682,548,0,1230,0,0,1,1,2,1,3,5,7,0,0,"Detchd",1966,1,2,440,3,3,2,74,0,128,0,0,0,0,"MnPrv","None",0,"5","2009","WD","Normal",110000,1.5,1,28,0,1670,128,80
"81","2 story 1946 & newer","RL",100,13000,1,"None",3,"Lvl","Corner",2,"NAmes","Norm","Norm","1Fam","2Story",6,6,1968,1968,"Gable","CompShg","VinylSd","VinylSd",1,576,3,4,"CBlock",4,3,1,3,448,1,0,448,896,"GasA",3,1,"SBrkr",1182,960,0,2142,0,0,2,1,4,1,4,8,7,1,4,"Attchd",1968,3,1,509,3,3,2,0,72,0,0,252,0,0,"None","None",0,"6","2009","WD","Normal",193500,2.5,0,41,0,3038,324,81
"82","1 story PUD 1946 & newer","RM",32,4500,1,"None",3,"Lvl","FR2",2,"Mitchel","Norm","Norm","TwnhsE","1Story",6,5,1998,1998,"Hip","CompShg","VinylSd","VinylSd",1,443,3,4,"PConc",5,4,1,6,1201,1,0,36,1237,"GasA",5,1,"SBrkr",1337,0,0,1337,1,0,2,0,2,1,3,5,7,0,0,"Attchd",1998,3,2,405,3,3,2,0,199,0,0,0,0,0,"None","None",0,"3","2006","WD","Normal",153500,3,0,8,0,2574,199,82
"83","1 story 1946 & newer","RL",78,10206,1,"None",3,"Lvl","Inside",2,"Somerst","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd",2,468,3,3,"PConc",4,3,1,6,33,1,0,1530,1563,"GasA",5,1,"SBrkr",1563,0,0,1563,0,0,2,0,3,1,4,6,7,1,4,"Attchd",2007,2,3,758,3,3,2,144,99,0,0,0,0,0,"None","None",0,"10","2008","WD","Normal",245000,2,0,1,0,3126,99,83
"84","1 story 1946 & newer","RL",80,8892,1,"None",2,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,5,1960,1960,"Gable","CompShg","MetalSd","MetalSd",0,66,3,3,"CBlock",3,3,1,1,0,1,0,1065,1065,"GasA",4,1,"SBrkr",1065,0,0,1065,0,0,1,1,3,1,3,6,7,0,0,"Detchd",1974,1,2,461,3,3,2,74,0,0,0,0,0,0,"None","None",0,"7","2007","COD","Normal",126500,1.5,0,47,0,2130,0,84
"85","split/multi level","RL",71,8530,1,"None",2,"Lvl","Inside",2,"Gilbert","Norm","Norm","1Fam","SLvl",7,5,1995,1996,"Gable","CompShg","HdBoard","HdBoard",1,22,3,3,"PConc",4,3,1,1,0,1,0,384,384,"GasA",4,1,"SBrkr",804,670,0,1474,0,0,2,1,3,1,3,7,7,1,3,"BuiltIn",1995,3,2,400,3,3,2,120,72,0,0,0,0,0,"None","Shed",700,"5","2009","WD","Normal",168500,2.5,1,13,0,1858,72,85
"86","2 story 1946 & newer","RL",121,16059,1,"None",3,"Lvl","Corner",2,"NoRidge","Norm","Norm","1Fam","2Story",8,5,1991,1992,"Hip","CompShg","HdBoard","HdBoard",1,284,4,3,"CBlock",4,3,1,1,0,1,0,1288,1288,"GasA",5,1,"SBrkr",1301,1116,0,2417,0,0,2,1,4,1,4,9,7,1,3,"Attchd",1991,1,2,462,3,3,2,127,82,0,0,0,0,0,"None","None",0,"4","2006","WD","Normal",260000,2.5,1,14,0,3705,82,86
"87","2 story 1946 & newer","RL",122,11911,1,"None",1,"Lvl","Inside",2,"Gilbert","Norm","Norm","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,3,3,1,0,1,0,684,684,"GasA",5,1,"SBrkr",684,876,0,1560,0,0,2,1,3,1,4,6,7,1,4,"BuiltIn",2005,3,2,400,3,3,2,100,38,0,0,0,0,0,"None","None",0,"3","2009","WD","Normal",174000,2.5,0,4,0,2244,38,87
"88","2 story PUD 1946 & newer","FV",40,3951,1,"Pave",3,"Lvl","Corner",2,"Somerst","Norm","Norm","TwnhsE","2Story",6,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd",2,76,4,3,"PConc",4,3,3,1,0,1,0,612,612,"GasA",5,1,"SBrkr",612,612,0,1224,0,0,2,1,2,1,4,4,7,0,0,"Detchd",2009,2,2,528,3,3,2,0,234,0,0,0,0,0,"None","None",0,"6","2009","New","Partial",164500,2.5,0,0,1,1836,234,88
"89","1.5 story fin all ages","C (all)",105,8470,1,"None",2,"Lvl","Corner",2,"IDOTRR","Feedr","Feedr","1Fam","1.5Fin",3,2,1915,1982,"Hip","CompShg","Plywood","Plywood",0,0,2,2,"CBlock",3,2,1,1,0,1,0,1013,1013,"GasA",3,0,"SBrkr",1013,0,513,1526,0,0,1,0,2,1,2,6,7,0,0,"No Garage",1915,0,0,0,0,0,0,0,0,156,0,0,0,0,"MnPrv","None",0,"10","2009","ConLD","Abnorml",85000,1,1,27,0,2539,156,89
"90","1 story 1946 & newer","RL",60,8070,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",4,5,1994,1995,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"PConc",4,3,1,6,588,1,0,402,990,"GasA",5,1,"SBrkr",990,0,0,990,1,0,1,0,3,1,3,5,7,0,0,"No Garage",1994,0,0,0,0,0,2,0,0,0,0,0,0,0,"None","None",0,"8","2007","WD","Normal",123600,2,1,12,0,1980,0,90
"91","1 story 1946 & newer","RL",60,7200,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",4,5,1950,1950,"Gable","CompShg","BrkFace","Wd Sdng",0,0,3,3,"Slab",0,0,0,0,0,0,0,0,0,"GasA",3,1,"FuseA",1040,0,0,1040,0,0,1,0,2,1,3,4,7,0,0,"Detchd",1950,1,2,420,3,3,2,0,29,0,0,0,0,0,"None","None",0,"7","2006","WD","Normal",109900,1,0,56,0,1040,29,91
"92","1 story 1946 & newer","RL",85,8500,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,3,1961,1961,"Hip","CompShg","HdBoard","HdBoard",0,203,3,3,"CBlock",3,3,1,3,600,1,0,635,1235,"GasA",3,1,"SBrkr",1235,0,0,1235,0,0,1,0,2,1,3,6,7,0,0,"Attchd",1961,1,2,480,3,3,2,0,0,0,0,0,0,0,"GdWo","None",0,"12","2006","WD","Abnorml",98600,1,0,45,0,2470,0,92
"93","1 story 1945 & older","RL",80,13360,1,"Grvl",2,"HLS","Inside",2,"Crawfor","Norm","Norm","1Fam","1Story",5,7,1921,2006,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,4,"BrkTil",4,3,1,5,713,1,0,163,876,"GasA",5,1,"SBrkr",964,0,0,964,1,0,1,0,2,1,3,5,7,0,0,"Detchd",1921,1,2,432,3,3,2,0,0,44,0,0,0,0,"None","None",0,"8","2009","WD","Normal",163500,2,1,3,0,1840,44,93
"94","2 family conversion-all styles/ages","C (all)",60,7200,1,"None",3,"Lvl","Corner",2,"OldTown","Norm","Norm","2fmCon","2.5Unf",6,6,1910,1998,"Hip","CompShg","MetalSd","MetalSd",0,0,3,3,"BrkTil",3,2,2,3,1046,1,0,168,1214,"GasW",5,0,"SBrkr",1260,1031,0,2291,0,1,2,0,4,2,3,9,7,1,4,"Detchd",1900,1,2,506,3,3,2,0,0,0,0,99,0,0,"None","None",0,"11","2007","WD","Normal",133900,2.5,1,9,0,3505,99,94
"95","2 story 1946 & newer","RL",69,9337,1,"None",2,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","2Story",6,5,1997,1997,"Gable","CompShg","VinylSd","VinylSd",0,0,3,4,"PConc",4,3,1,6,648,1,0,176,824,"GasA",5,1,"SBrkr",905,881,0,1786,1,0,2,1,3,1,4,7,7,0,0,"Attchd",1997,2,2,684,3,3,2,0,162,0,0,0,0,0,"None","None",0,"5","2007","WD","Normal",204750,3.5,0,10,0,2610,162,95
"96","2 story 1946 & newer","RL",62,9765,1,"None",1,"Lvl","Corner",2,"Gilbert","Norm","Norm","1Fam","2Story",6,8,1993,1993,"Gable","CompShg","VinylSd","VinylSd",1,68,5,4,"PConc",4,4,1,5,310,1,0,370,680,"GasA",4,1,"SBrkr",680,790,0,1470,0,0,2,1,3,1,3,6,7,1,3,"BuiltIn",1993,3,2,420,3,3,2,232,63,0,0,0,0,0,"None","Shed",480,"4","2009","WD","Normal",185000,2.5,0,16,0,2150,63,96
"97","1 story 1946 & newer","RL",78,10264,1,"None",2,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd",1,183,4,3,"PConc",4,3,3,5,1162,1,0,426,1588,"GasA",5,1,"SBrkr",1588,0,0,1588,0,0,2,0,3,1,4,6,7,0,0,"Attchd",1999,2,2,472,3,3,2,158,29,0,0,0,0,0,"None","None",0,"8","2006","WD","Normal",214000,2,0,7,0,3176,29,97
"98","1 story 1946 & newer","RL",73,10921,1,"None",3,"HLS","Inside",2,"Edwards","Norm","Norm","1Fam","1Story",4,5,1965,1965,"Hip","CompShg","HdBoard","HdBoard",1,48,3,3,"CBlock",3,3,1,3,520,1,0,440,960,"GasA",3,1,"FuseF",960,0,0,960,1,0,1,0,3,1,3,6,7,0,0,"Attchd",1965,3,1,432,3,3,1,120,0,0,0,0,0,0,"None","None",0,"5","2007","WD","Normal",94750,2,0,42,0,1920,0,98
"99","1 story 1945 & older","RL",85,10625,1,"None",3,"Lvl","Corner",2,"Edwards","Norm","Norm","1Fam","1Story",5,5,1920,1950,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"BrkTil",3,3,1,5,108,1,0,350,458,"GasA",2,0,"SBrkr",835,0,0,835,0,0,1,0,2,1,3,5,7,0,0,"Basment",1920,1,1,366,2,3,2,0,0,77,0,0,0,0,"None","Shed",400,"5","2010","COD","Abnorml",83000,1,1,60,0,1293,77,99
"100","1 story 1946 & newer","RL",77,9320,1,"None",2,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",4,5,1959,1959,"Gable","CompShg","Plywood","Plywood",0,0,3,3,"CBlock",3,3,1,5,569,1,0,381,950,"GasA",2,1,"SBrkr",1225,0,0,1225,1,0,1,1,3,1,3,6,7,0,0,"No Garage",1959,0,0,0,0,0,2,352,0,0,0,0,0,0,"None","Shed",400,"1","2010","WD","Normal",128950,2.5,0,51,0,2175,0,100
"101","1 story 1946 & newer","RL",72,10603,1,"None",2,"Lvl","Inside",2,"NWAmes","Norm","Norm","1Fam","1Story",6,7,1977,2001,"Gable","CompShg","Plywood","Plywood",1,28,3,3,"PConc",3,3,2,5,1200,1,0,410,1610,"GasA",4,1,"SBrkr",1610,0,0,1610,1,0,2,0,3,1,4,6,7,2,3,"Attchd",1977,2,2,480,3,3,2,168,68,0,0,0,0,0,"None","None",0,"2","2010","WD","Normal",205000,3,1,9,0,3220,68,101
"102","2 story 1946 & newer","RL",77,9206,1,"None",3,"Lvl","Inside",2,"SawyerW","Norm","Norm","1Fam","2Story",6,5,1985,1985,"Gable","CompShg","HdBoard","HdBoard",1,336,4,3,"CBlock",4,3,1,1,0,1,0,741,741,"GasA",3,1,"SBrkr",977,755,0,1732,0,0,2,1,3,1,4,7,7,1,3,"Attchd",1985,3,2,476,3,3,2,192,46,0,0,0,0,0,"None","None",0,"6","2010","WD","Normal",178000,2.5,0,25,0,2473,46,102
"103","duplex all style/age","RL",64,7018,1,"None",3,"Bnk","Inside",2,"SawyerW","Norm","Norm","Duplex","1Story",5,5,1979,1979,"Gable","CompShg","HdBoard","HdBoard",0,0,3,2,"Slab",0,0,0,0,0,0,0,0,0,"GasA",3,1,"SBrkr",1535,0,0,1535,0,0,2,0,4,2,3,8,7,0,0,"Attchd",1979,1,2,410,3,3,2,0,0,0,0,0,0,0,"None","None",0,"6","2009","WD","Alloca",118964,2,0,30,0,1535,0,103
